id,label
734,1
449,0
741,1
587,2
791,1
479,0
42,0
716,1
221,0
590,2
359,0
823,1
143,0
28,0
139,0
100,0
58,0
216,0
133,0
700,1
437,0
24,0
432,0
779,1
89,0
520,0
308,0
627,1
837,1
680,1
781,1
594,1
237,0
620,1
248,0
535,2
368,0
171,0
161,0
849,1
725,1
389,0
122,0
156,0
617,1
326,1
817,1
56,0
149,0
634,1
345,0
766,1
759,1
605,1
443,0
211,0
456,0
599,1
789,1
664,1
103,0
713,1
75,0
335,0
231,0
294,0
83,0
208,0
642,1
799,1
672,1
407,0
167,0
571,2
686,1
511,0
299,0
111,0
809,1
549,2
505,0
331,0
493,0
92,0
351,0
313,0
186,0
98,1
610,1
772,1
181,0
488,0
340,0
125,0
50,0
381,0
319,1
383,0
514,0
203,0
400,0
567,2
320,2
66,0
30,0
543,2
43,0
396,0
261,0
650,1
192,0
728,1
628,1
177,0
752,1
692,1
272,0
803,1
363,0
198,0
117,0
264,0
768,1
529,0
228,0
472,1
483,0
256,0
469,0
705,1
289,0
413,0
461,0
737,1
375,0
