id,label
561,2
27,0
722,1
476,0
739,1
62,0
136,2
665,1
113,0
262,0
367,0
344,0
159,0
501,0
244,0
749,1
334,0
360,0
77,0
433,0
298,0
596,1
22,0
636,1
659,1
418,0
146,0
387,0
68,0
250,0
551,2
764,1
238,0
673,1
481,0
591,2
163,0
202,0
354,0
582,2
711,1
268,0
147,0
232,0
808,1
787,1
292,0
598,1
530,0
487,0
97,0
213,0
525,0
756,1
573,2
91,0
374,0
316,0
300,0
179,0
687,1
229,0
416,0
655,1
743,1
518,0
463,0
284,0
828,1
183,0
802,1
440,0
373,0
64,0
459,0
502,0
189,0
73,0
760,1
118,0
508,0
732,1
102,0
315,1
348,0
327,0
13,0
223,0
566,2
253,0
719,1
55,0
649,1
815,1
613,1
305,0
585,2
322,0
452,0
398,0
691,1
531,0
609,1
630,1
796,1
408,0
497,0
140,0
785,1
21,0
78,1
382,0
709,1
275,0
124,1
624,1
70,0
107,0
197,0
467,0
446,0
174,0
39,0
775,1
337,0
427,0
844,1
168,0
490,0
821,1
404,0
190,0
86,0
836,1
