id,label
786,1
685,1
220,0
601,1
807,1
302,0
689,1
663,1
625,1
736,1
191,0
210,0
558,2
771,1
619,1
323,0
380,0
196,0
170,0
521,0
784,1
350,0
646,1
651,1
285,0
412,0
638,1
20,0
441,0
419,0
489,0
370,0
522,0
88,0
180,0
671,1
166,0
499,0
6,0
185,0
119,0
293,0
676,1
271,0
263,0
753,1
593,2
297,0
704,1
695,1
633,1
616,1
762,1
10,0
54,0
810,1
730,1
26,0
318,0
176,0
436,1
142,0
138,0
727,1
59,0
794,1
564,2
516,0
215,0
606,1
721,1
106,0
386,0
550,2
758,1
848,1
494,0
822,1
207,0
485,0
330,0
570,2
448,2
251,0
460,0
116,0
328,0
454,0
767,1
155,0
230,0
391,0
820,1
307,0
426,0
235,0
748,1
470,0
94,0
274,0
240,0
129,0
534,0
715,1
41,0
8,0
366,0
227,0
401,0
575,2
361,0
429,0
394,0
339,0
466,0
830,1
509,0
378,0
132,0
246,0
778,1
586,2
478,0
84,0
712,1
310,0
148,0
740,1
16,0
657,1
342,0
355,0
504,0
110,0
