id,label
669,1
276,0
600,1
824,1
164,0
519,0
592,2
81,0
439,2
87,0
233,0
447,0
304,0
290,0
369,0
507,1
301,0
1,0
325,0
395,1
491,0
733,1
526,0
631,1
175,0
735,1
780,1
269,0
788,1
515,0
777,1
597,1
838,1
65,1
745,1
144,0
121,0
108,0
224,0
18,0
4,0
364,0
498,0
353,0
19,0
751,1
464,0
259,0
295,0
390,0
637,1
622,1
239,0
194,0
684,1
588,2
453,0
131,0
477,0
662,1
338,0
376,0
61,0
431,0
486,0
2,0
614,1
114,0
757,1
726,1
417,0
797,1
677,1
565,2
105,0
217,0
214,0
626,1
321,0
385,0
205,0
701,1
31,0
444,0
544,2
357,1
23,0
184,0
33,0
411,0
405,0
126,0
425,0
773,1
74,0
341,0
770,1
845,1
539,2
583,2
141,0
503,0
154,0
532,0
694,1
765,1
576,2
714,1
267,0
569,2
252,0
38,1
645,1
72,0
93,0
69,0
557,2
710,1
829,1
243,2
656,1
317,0
152,1
17,0
482,0
283,0
137,0
46,0
82,1
471,0
805,1
349,0
206,0
790,1
