id,label
654,1
669,1
561,2
734,1
786,1
27,0
276,0
79,0
685,1
220,0
667,1
600,1
824,1
722,1
449,0
241,0
476,0
739,1
62,0
384,0
741,1
601,1
164,0
519,0
462,0
807,1
302,0
136,2
665,1
219,0
689,1
663,1
625,1
113,0
587,2
791,1
479,0
457,0
262,0
367,0
104,0
281,0
592,2
42,0
736,1
81,0
191,0
716,1
439,2
87,0
210,0
221,0
344,0
800,1
233,0
159,0
447,0
590,2
558,2
771,1
776,1
359,0
823,1
379,0
304,0
290,0
804,1
501,0
244,0
369,0
619,1
143,0
841,1
749,1
323,0
334,0
380,0
507,1
196,0
28,0
301,0
170,0
1,0
325,0
139,0
360,0
77,0
395,1
521,0
100,0
491,0
58,0
216,0
784,1
350,0
646,1
733,1
225,0
526,0
651,1
618,1
631,1
175,0
133,0
285,0
433,0
688,1
700,1
437,0
412,0
24,0
298,0
683,1
273,0
432,0
484,0
392,0
779,1
735,1
596,1
638,1
20,0
89,0
612,1
48,0
22,0
520,0
441,0
419,0
589,2
636,1
308,0
659,1
193,0
489,0
45,0
780,1
269,0
370,0
788,1
627,1
418,0
515,0
837,1
112,1
522,0
169,0
88,0
249,0
680,1
146,0
180,0
777,1
671,1
781,1
291,0
706,1
597,1
594,1
838,1
237,0
166,0
499,0
387,0
620,1
248,0
6,0
185,0
68,0
535,2
250,0
551,2
368,0
119,0
65,1
293,0
745,1
764,1
676,1
238,0
673,1
271,0
254,0
171,0
144,0
121,0
263,0
108,0
195,0
481,0
224,0
753,1
161,0
591,2
593,2
362,0
60,0
18,0
297,0
296,0
849,1
163,0
704,1
725,1
280,0
4,0
202,0
524,0
354,0
364,0
389,0
122,0
63,0
582,2
711,1
268,0
695,1
147,0
156,0
617,1
633,1
616,1
762,1
232,0
326,1
808,1
787,1
498,0
817,1
10,0
399,0
388,0
54,0
71,1
56,0
353,0
292,0
693,1
810,1
303,0
527,0
49,0
730,1
182,0
149,0
365,0
598,1
7,0
19,0
751,1
26,0
324,0
115,0
318,0
552,2
464,0
530,0
128,0
259,0
634,1
563,2
512,0
345,0
295,0
390,0
766,1
176,0
759,1
637,1
487,0
436,1
622,1
604,1
142,0
97,0
213,0
525,0
138,0
756,1
727,1
605,1
239,0
59,0
573,2
194,0
443,0
91,0
211,0
445,0
374,0
456,0
187,0
599,1
789,1
684,1
588,2
453,0
316,0
131,0
664,1
212,0
477,0
794,1
103,0
662,1
623,1
338,0
564,2
713,1
201,0
516,0
300,0
376,0
61,0
431,0
75,0
335,0
486,0
76,0
165,0
179,0
215,0
687,1
231,0
229,0
731,1
416,0
655,1
294,0
606,1
720,1
721,1
2,0
647,1
614,1
83,0
743,1
208,0
106,0
114,0
595,1
757,1
642,1
811,1
236,0
386,0
799,1
672,1
496,0
150,0
550,2
661,1
726,1
518,0
463,0
417,0
407,0
797,1
167,0
677,1
763,1
284,0
828,1
666,1
565,2
758,1
747,1
571,2
209,0
686,1
511,0
299,0
111,0
848,1
809,1
517,0
105,0
90,0
549,2
505,0
331,0
347,0
217,0
183,0
458,0
493,0
774,1
494,0
802,1
214,0
440,0
92,0
44,0
729,1
822,1
351,0
313,0
626,1
207,0
85,0
485,0
332,0
321,0
373,0
835,1
64,0
459,0
502,0
330,0
189,0
385,0
73,0
570,2
205,0
760,1
118,0
500,0
701,1
31,0
444,0
508,0
544,2
357,1
732,1
186,0
98,1
610,1
23,0
448,2
772,1
181,0
488,0
635,1
102,0
251,0
340,0
460,0
125,0
116,0
328,0
454,0
767,1
184,0
315,1
155,0
50,0
33,0
34,0
411,0
348,0
381,0
327,0
230,0
13,0
405,0
223,0
172,0
319,1
126,0
425,0
566,2
773,1
253,0
423,0
178,0
391,0
719,1
74,0
55,0
649,1
341,0
383,0
820,1
514,0
307,0
770,1
815,1
203,0
426,0
613,1
305,0
845,1
400,0
539,2
235,0
748,1
583,2
470,0
567,2
94,0
585,2
322,0
640,1
274,0
438,0
240,0
452,0
141,0
320,2
66,0
503,0
14,0
145,0
30,0
398,0
129,0
534,0
769,1
691,1
154,0
543,2
531,0
715,1
609,1
41,0
560,2
43,0
396,0
532,0
630,1
96,0
261,0
796,1
694,1
314,0
581,2
650,1
795,1
192,0
728,1
408,0
8,0
628,1
506,0
497,0
177,0
140,0
765,1
576,2
752,1
785,1
714,1
309,0
366,0
21,0
227,0
692,1
78,1
234,0
382,0
709,1
275,0
124,1
401,0
135,0
329,0
267,0
569,2
252,0
258,0
372,0
38,1
272,0
803,1
624,1
645,1
575,2
70,0
107,0
363,0
72,0
198,0
93,0
117,0
361,0
429,0
197,0
264,0
69,0
394,0
827,1
467,0
557,2
768,1
339,0
529,0
710,1
466,0
830,1
446,0
829,1
813,1
174,0
474,0
243,2
265,0
32,0
656,1
509,0
39,0
430,0
775,1
337,0
584,2
378,0
132,0
228,0
402,0
246,0
738,1
222,0
778,1
427,0
844,1
356,0
586,2
317,0
478,0
101,0
84,0
472,1
123,0
712,1
545,2
152,1
483,0
17,0
256,0
782,1
538,2
310,0
148,0
572,2
740,1
16,0
657,1
469,0
705,1
482,0
283,0
168,0
742,1
137,0
289,0
46,0
413,0
490,0
342,0
355,0
821,1
346,0
461,0
82,1
414,0
404,0
471,0
190,0
737,1
754,1
717,1
86,0
158,0
805,1
375,0
349,0
206,0
504,0
406,1
790,1
110,0
836,1
